ut;addr_no;country;code;city;organisation;pubs
WOS:000694212400003;13;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000694212400003;17;France;FR;Guyancourt;Centre National de la Recherche Scientifique (CNRS);128
WOS:000695703100001;1;South Korea;KR;Daejeon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000696031700011;1;Switzerland;CH;Sauverny;University of Geneva;100
WOS:000696031700011;8;USA;US;Cambridge;Smithsonian Institution;132
WOS:000696031700011;13;USA;US;Moffett Field;National Aeronautics & Space Administration (NASA);162
WOS:000696031700011;15;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000696031700011;15;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000696031700011;17;USA;US;Pasadena;California Institute of Technology;154
WOS:000696031700011;20;England;GB;Coventry;University of Warwick;144
WOS:000696031700011;21;England;GB;Coventry;University of Warwick;144
WOS:000696031700011;27;France;FR;Marseille;Centre National de la Recherche Scientifique (CNRS);128
WOS:000696261000013;5;USA;US;Pasadena;California Institute of Technology;154
WOS:000696261000013;9;Germany;DE;Bonn;Max Planck Society;198
WOS:000697266900001;6;USA;US;Santa Cruz;University of California System;108
WOS:000697380800082;1;England;GB;Coventry;University of Warwick;144
WOS:000697380800082;2;England;GB;Coventry;University of Warwick;144
WOS:000697380800082;14;England;GB;Keele;Keele University;132
WOS:000697380800082;15;USA;US;Moffett Field;National Aeronautics & Space Administration (NASA);162
WOS:000697380800082;17;Switzerland;CH;Versoix;University of Geneva;100
WOS:000697380800082;29;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000697380800082;29;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000697380800082;34;USA;US;Pasadena;California Institute of Technology;154
WOS:000697380800082;34;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000697380800082;38;USA;US;Berkeley;University of California System;108
WOS:000697380800082;43;USA;US;Santa Cruz;University of California System;108
WOS:000697380800082;44;USA;US;Pasadena;California Institute of Technology;154
WOS:000697380800082;44;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000697380800082;45;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000697380800082;46;USA;US;Pasadena;California Institute of Technology;154
WOS:000697380800082;47;France;FR;Marseille;Centre National de la Recherche Scientifique (CNRS);128
WOS:000697380800082;49;USA;US;Berkeley;University of California System;108
WOS:000697380800082;53;USA;US;Riverside;University of California System;108
WOS:000697380800082;58;USA;US;Los Angeles;University of California System;108
WOS:000697380800082;59;USA;US;Irvine;University of California System;108
WOS:000697802800002;1;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000698590500004;5;USA;US;Pasadena;California Institute of Technology;154
WOS:000698590500004;10;USA;US;Pasadena;California Institute of Technology;154
WOS:000698590500004;11;USA;US;Los Angeles;University of California System;108
WOS:000698811900001;2;South Korea;KR;Daejon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000698811900001;7;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000698811900001;8;USA;US;Columbus;Ohio State University;107
WOS:000698811900001;15;USA;US;Pasadena;California Institute of Technology;154
WOS:000698811900001;16;England;GB;Coventry;University of Warwick;144
WOS:000698811900001;18;Japan;JP;Nagoya;Nagoya University;116
WOS:000698811900001;19;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000698811900001;19;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000698811900001;22;Japan;JP;Tokyo;University of Tokyo;142
WOS:000698811900001;24;Japan;JP;Tokyo;University of Tokyo;142
WOS:000698811900001;25;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000698811900001;30;USA;US;Pasadena;California Institute of Technology;154
WOS:000698811900001;31;USA;US;Pasadena;California Institute of Technology;154
WOS:000698811900001;31;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000700760400001;12;France;FR;Nice;Centre National de la Recherche Scientifique (CNRS);128
WOS:000700760400001;19;Japan;JP;Tokyo;University of Tokyo;142
WOS:000700771500001;7;England;GB;Coventry;University of Warwick;144
WOS:000700771500001;8;England;GB;Coventry;University of Warwick;144
WOS:000700771500001;16;USA;US;Cambridge;Smithsonian Institution;132
WOS:000700771500001;21;USA;US;Moffett Field;National Aeronautics & Space Administration (NASA);162
WOS:000700771500001;26;USA;US;Pasadena;California Institute of Technology;154
WOS:000700771500001;26;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000700771500001;28;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000700771500001;28;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000700771500001;32;Japan;JP;Tokyo;University of Tokyo;142
WOS:000700771500001;34;Japan;JP;Tokyo;University of Tokyo;142
WOS:000700771500001;36;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000701075100001;1;Japan;JP;Kashiwa;University of Tokyo;142
WOS:000702151300089;3;USA;US;Pasadena;California Institute of Technology;154
WOS:000702151300089;6;England;GB;Coventry;University of Warwick;144
WOS:000702151300089;7;England;GB;Coventry;University of Warwick;144
WOS:000704145700001;4;South Korea;KR;Daejon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000704145700001;8;USA;US;Pasadena;California Institute of Technology;154
WOS:000704145700001;9;England;GB;Coventry;University of Warwick;144
WOS:000704145700001;12;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000704145700001;13;USA;US;Columbus;Ohio State University;107
WOS:000704145700001;24;USA;US;Pasadena;California Institute of Technology;154
WOS:000704145700001;25;USA;US;Pasadena;California Institute of Technology;154
WOS:000704145700001;25;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000704145700001;28;Japan;JP;Nagoya;Nagoya University;116
WOS:000704145700001;29;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000704145700001;29;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000704145700001;32;Japan;JP;Tokyo;University of Tokyo;142
WOS:000704145700001;35;Japan;JP;Tokyo;University of Tokyo;142
WOS:000704145700001;36;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000704166800019;2;Germany;DE;Garching;Max Planck Society;198
WOS:000704166800019;5;France;FR;Clermont Ferrand;Centre National de la Recherche Scientifique (CNRS);128
WOS:000704166800019;8;USA;US;Santa Barbara;University of California System;108
WOS:000704166800038;1;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000704166800038;4;France;FR;Marseille;Centre National de la Recherche Scientifique (CNRS);128
WOS:000704166800038;7;England;GB;Coventry;University of Warwick;144
WOS:000704166800038;8;England;GB;Coventry;University of Warwick;144
WOS:000704438300008;4;USA;US;Columbus;Ohio State University;107
WOS:000704438300008;5;USA;US;Columbus;Ohio State University;107
WOS:000706484700001;1;France;FR;Marseille;Centre National de la Recherche Scientifique (CNRS);128
WOS:000706484700001;3;France;FR;Nice;Centre National de la Recherche Scientifique (CNRS);128
WOS:000706484700001;7;France;FR;Paris;Centre National de la Recherche Scientifique (CNRS);128
WOS:000706484700001;10;USA;US;College Pk;National Aeronautics & Space Administration (NASA);162
WOS:000706484700001;10;USA;US;College Pk;NASA Goddard Space Flight Center;107
WOS:000706484700001;14;USA;US;Pasadena;California Institute of Technology;154
WOS:000706484700001;14;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000706484700001;18;France;FR;Guyancourt;Centre National de la Recherche Scientifique (CNRS);128
WOS:000706484700001;25;France;FR;St Michel lObservatoire;Centre National de la Recherche Scientifique (CNRS);128
WOS:000706484700001;26;Switzerland;CH;Sauverny;University of Geneva;100
WOS:000706484700001;34;South Korea;KR;Daejeon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000706484700001;39;France;FR;Paris;Centre National de la Recherche Scientifique (CNRS);128
WOS:000707444000011;3;Germany;DE;Garching;Max Planck Society;198
WOS:000707444000011;10;Switzerland;CH;Sauverny;University of Geneva;100
WOS:000707444000011;21;France;FR;Marseille;Centre National de la Recherche Scientifique (CNRS);128
WOS:000707444000011;29;South Korea;KR;Daejeon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000708521000010;6;USA;US;Hilo;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000708521000010;11;Japan;JP;Asakuchi;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000708521000010;12;Japan;JP;Nagoya;Nagoya University;116
WOS:000708659600001;3;South Korea;KR;Daejon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000708659600001;6;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000708659600001;7;USA;US;Columbus;Ohio State University;107
WOS:000708659600001;9;USA;US;Cambridge;Harvard University;103
WOS:000708659600001;9;USA;US;Cambridge;Smithsonian Institution;132
WOS:000708659600001;13;USA;US;Pasadena;California Institute of Technology;154
WOS:000708659600001;14;England;GB;Coventry;University of Warwick;144
WOS:000709105800001;11;USA;US;Davis;University of California System;108
WOS:000709105800001;12;USA;US;Cambridge;Harvard University;103
WOS:000709105800001;12;USA;US;Cambridge;Smithsonian Institution;132
WOS:000709555700001;1;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000709980100001;1;USA;US;Pasadena;California Institute of Technology;154
WOS:000709980100001;5;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000709980100001;5;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000709980100001;6;USA;US;Pasadena;California Institute of Technology;154
WOS:000709980100001;7;USA;US;Pasadena;California Institute of Technology;154
WOS:000710694200001;1;South Korea;KR;Daejeon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000713807500034;17;USA;US;Cambridge;Smithsonian Institution;132
WOS:000714244500001;1;Germany;DE;Gottingen;Max Planck Society;198
WOS:000714415900001;3;South Korea;KR;Daejon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000714415900001;8;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000714415900001;9;USA;US;Columbus;Ohio State University;107
WOS:000714415900001;11;USA;US;Cambridge;Smithsonian Institution;132
WOS:000714415900001;14;USA;US;Pasadena;California Institute of Technology;154
WOS:000714415900001;15;England;GB;Coventry;University of Warwick;144
WOS:000714415900002;2;USA;US;Columbus;Ohio State University;107
WOS:000714415900002;3;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000714415900002;5;South Korea;KR;Daejon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000714415900002;12;Japan;JP;Nagoya;Nagoya University;116
WOS:000714415900002;13;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000714415900002;13;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000714415900002;16;Japan;JP;Tokyo;University of Tokyo;142
WOS:000714415900002;18;Japan;JP;Tokyo;University of Tokyo;142
WOS:000714415900002;19;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000714415900002;19;Japan;JP;Mitaka;National Astronomical Observatory of Japan;135
WOS:000714745400001;1;USA;US;Cambridge;Harvard University;103
WOS:000714745400001;1;USA;US;Cambridge;Smithsonian Institution;132
WOS:000714745400001;5;Japan;JP;Nagoya;Nagoya University;116
WOS:000718602800001;2;USA;US;Santa Cruz;University of California System;108
WOS:000718602800001;5;USA;US;Pasadena;California Institute of Technology;154
WOS:000718602800001;6;USA;US;Berkeley;University of California System;108
WOS:000718602800001;7;USA;US;Berkeley;University of California System;108
WOS:000719088200001;1;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000719088200001;1;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000719088200001;2;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000719088200001;2;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000719088200001;4;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000719088200001;4;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000719088200001;13;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000719088200001;13;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000721588400001;2;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000721588400001;2;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000721588400001;11;USA;US;Pasadena;California Institute of Technology;154
WOS:000721588400001;13;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000721588400001;13;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000721588400001;16;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000721588400001;17;USA;US;Moffett Field;National Aeronautics & Space Administration (NASA);162
WOS:000721588400001;18;England;GB;Coventry;University of Warwick;144
WOS:000721588400001;22;Japan;JP;Tokyo;University of Tokyo;142
WOS:000721588400001;25;Japan;JP;Tokyo;University of Tokyo;142
WOS:000721588400001;29;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000721588400001;32;Japan;JP;Tokyo;University of Tokyo;142
WOS:000721588400001;37;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000721588400001;41;Japan;JP;Tokyo;University of Tokyo;142
WOS:000722727900001;1;South Korea;KR;Daejon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000722727900001;2;USA;US;Cambridge;Smithsonian Institution;132
WOS:000722727900001;4;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000722727900001;5;USA;US;Columbus;Ohio State University;107
WOS:000722727900001;13;USA;US;Pasadena;California Institute of Technology;154
WOS:000722727900001;14;England;GB;Coventry;University of Warwick;144
WOS:000724451700004;3;USA;US;Pasadena;California Institute of Technology;154
WOS:000724451700004;5;USA;US;Berkeley;University of California System;108
WOS:000724451700004;6;USA;US;Pasadena;California Institute of Technology;154
WOS:000724451700004;7;USA;US;Berkeley;University of California System;108
WOS:000724451700004;11;France;FR;Villeurbanne;Centre National de la Recherche Scientifique (CNRS);128
WOS:000728400300010;1;Japan;JP;Nagoya;Nagoya University;116
WOS:000728400300010;2;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000728931200005;1;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000728931200005;6;USA;US;Cambridge;Smithsonian Institution;132
WOS:000728931200005;9;England;GB;Coventry;University of Warwick;144
WOS:000728931200005;19;England;GB;Keele;Keele University;132
WOS:000728931200005;20;USA;US;Moffett Field;National Aeronautics & Space Administration (NASA);162
WOS:000728931200005;21;Germany;DE;Gottingen;Max Planck Society;198
WOS:000728931200005;29;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000728931200005;29;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000731753100004;4;South Korea;KR;Daejeon;Korea Astronomy & Space Science Institute (KASI);121
