ut;addr_no;country;code;city;organisation;pubs
WOS:000444905300014;3;USA;US;Pasadena;California Institute of Technology;154
WOS:000444905300014;6;USA;US;Columbus;Ohio State University;107
WOS:000444905300014;7;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000444905300014;9;USA;US;Cambridge;Harvard University;103
WOS:000444905300014;9;USA;US;Cambridge;Smithsonian Institution;132
WOS:000444905300014;12;USA;US;Pasadena;California Institute of Technology;154
WOS:000444905300014;13;USA;US;Pasadena;California Institute of Technology;154
WOS:000444905300014;13;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000448441200004;3;South Korea;KR;Daejon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000448441200004;4;USA;US;Columbus;Ohio State University;107
WOS:000448441200004;5;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000448441200004;8;USA;US;Cambridge;Harvard University;103
WOS:000448441200004;8;USA;US;Cambridge;Smithsonian Institution;132
WOS:000448441200004;9;USA;US;Pasadena;California Institute of Technology;154
WOS:000448441200004;12;Japan;JP;Nagoya;Nagoya University;116
WOS:000448441200004;13;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000448441200004;13;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000448441200004;16;Japan;JP;Asakuchi;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000448441200004;16;Japan;JP;Asakuchi;National Astronomical Observatory of Japan;135
WOS:000448441200004;18;Japan;JP;Tokyo;University of Tokyo;142
WOS:000448441200004;19;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000448441200004;19;Japan;JP;Mitaka;National Astronomical Observatory of Japan;135
WOS:000449355300002;13;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000449521100002;1;South Korea;KR;Daejeon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000449617100080;1;England;GB;Keele;Keele University;132
WOS:000449617100080;4;Switzerland;CH;Sauverny;University of Geneva;100
WOS:000449617100080;5;England;GB;Coventry;University of Warwick;144
WOS:000449617100080;6;England;GB;Coventry;University of Warwick;144
WOS:000449617100080;8;Scotland;GB;North Haugh;University of St Andrews;104
WOS:000449725500001;2;France;FR;Marseille;Centre National de la Recherche Scientifique (CNRS);128
WOS:000449725500001;4;France;FR;Nice;Centre National de la Recherche Scientifique (CNRS);128
WOS:000449725500001;7;France;FR;Lille;Centre National de la Recherche Scientifique (CNRS);128
WOS:000449725500001;10;USA;US;Pasadena;California Institute of Technology;154
WOS:000449725500001;10;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000449725500001;12;France;FR;Guyancourt;Centre National de la Recherche Scientifique (CNRS);128
WOS:000449764000037;4;England;GB;Coventry;University of Warwick;144
WOS:000449764000037;5;Switzerland;CH;Sauverny;University of Geneva;100
WOS:000451432300007;1;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000451432300007;4;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000451432300007;5;Japan;JP;Tokyo;University of Tokyo;142
WOS:000451569100008;1;Germany;DE;Garching;Max Planck Society;198
WOS:000454073700006;1;Germany;DE;Gottingen;Max Planck Society;198
WOS:000454549200003;1;South Korea;KR;Daejon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000454549200003;4;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000454549200003;5;USA;US;Columbus;Ohio State University;107
WOS:000454549200003;7;USA;US;Cambridge;Harvard University;103
WOS:000454549200003;7;USA;US;Cambridge;Smithsonian Institution;132
WOS:000454549200003;8;USA;US;Pasadena;California Institute of Technology;154
WOS:000454551600002;3;USA;US;Columbus;Ohio State University;107
WOS:000454551600002;4;USA;US;Columbus;Ohio State University;107
WOS:000454551600002;8;USA;US;Columbus;Ohio State University;107
WOS:000454551600002;23;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000454551600002;23;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000454551600002;25;USA;US;Moffett Field;National Aeronautics & Space Administration (NASA);162
WOS:000454551600002;29;USA;US;Berkeley;University of California System;108
WOS:000454551600002;36;USA;US;Cambridge;Harvard University;103
WOS:000454551600002;36;USA;US;Cambridge;Smithsonian Institution;132
WOS:000454575300007;1;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000454575300007;3;Japan;JP;Tokyo;University of Tokyo;142
WOS:000454575300096;1;England;GB;Keele;Keele University;132
WOS:000454575300096;2;Switzerland;CH;Sauverny;University of Geneva;100
WOS:000454575300096;4;Scotland;GB;North Haugh;University of St Andrews;104
WOS:000454575300096;7;England;GB;Coventry;University of Warwick;144
WOS:000455842200002;3;England;GB;Keele;Keele University;132
WOS:000455842200002;5;Switzerland;CH;Sauverny;University of Geneva;100
WOS:000455842200002;7;England;GB;Coventry;University of Warwick;144
WOS:000455842200002;10;Scotland;GB;St Andrews;University of St Andrews;104
WOS:000455974700001;15;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000456004500001;5;USA;US;Pasadena;California Institute of Technology;154
WOS:000456004500001;6;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000456004500001;8;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000456004500001;9;USA;US;Cambridge;Harvard University;103
WOS:000456004500001;9;USA;US;Cambridge;Smithsonian Institution;132
WOS:000456004500001;25;USA;US;Berkeley;University of California System;108
WOS:000456004500001;33;USA;US;Moffett Field;National Aeronautics & Space Administration (NASA);162
WOS:000456004500001;34;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000456004500001;34;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000456426300011;2;USA;US;Cambridge;Harvard University;103
WOS:000456426300011;2;USA;US;Cambridge;Smithsonian Institution;132
WOS:000456426300011;4;USA;US;Pasadena;California Institute of Technology;154
WOS:000456426300011;5;USA;US;Pasadena;California Institute of Technology;154
WOS:000456426300011;6;USA;US;Pasadena;California Institute of Technology;154
WOS:000456426300011;6;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000456426300011;7;USA;US;Pasadena;California Institute of Technology;154
WOS:000456426300011;7;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000456426300011;8;USA;US;Columbus;Ohio State University;107
WOS:000456426300011;9;South Korea;KR;Daejon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000456426300011;11;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000456857900009;1;South Korea;KR;Daejon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000456857900009;2;USA;US;Columbus;Ohio State University;107
WOS:000456857900009;3;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000456857900009;7;USA;US;Cambridge;Harvard University;103
WOS:000456857900009;7;USA;US;Cambridge;Smithsonian Institution;132
WOS:000456857900009;10;USA;US;Pasadena;California Institute of Technology;154
WOS:000456857900009;16;France;FR;Toulouse;Centre National de la Recherche Scientifique (CNRS);128
WOS:000457210500004;8;England;GB;Coventry;University of Warwick;144
WOS:000457210500004;14;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000457210500004;15;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000457210500004;15;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000457281200012;1;South Korea;KR;Daejeon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000457281200012;3;USA;US;Columbus;Ohio State University;107
WOS:000457281200012;4;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000457281200012;10;USA;US;Cambridge;Harvard University;103
WOS:000457281200012;10;USA;US;Cambridge;Smithsonian Institution;132
WOS:000457281200012;11;USA;US;Pasadena;California Institute of Technology;154
WOS:000457281200012;15;England;GB;Coventry;University of Warwick;144
WOS:000457281200012;16;USA;US;Pasadena;California Institute of Technology;154
WOS:000457281200012;16;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000457281200012;17;USA;US;Pasadena;California Institute of Technology;154
WOS:000457281200012;17;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000457281200012;18;USA;US;Pasadena;California Institute of Technology;154
WOS:000457281200012;19;Japan;JP;Nagoya;Nagoya University;116
WOS:000457281200012;20;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000457281200012;20;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000457281200012;23;Japan;JP;Asakuchi;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000457281200012;23;Japan;JP;Asakuchi;National Astronomical Observatory of Japan;135
WOS:000457281200012;26;Japan;JP;Tokyo;University of Tokyo;142
WOS:000457281200012;27;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000457281200012;27;Japan;JP;Mitaka;National Astronomical Observatory of Japan;135
WOS:000458377400001;1;USA;US;Pasadena;California Institute of Technology;154
WOS:000458377400001;2;USA;US;Cambridge;Harvard University;103
WOS:000458377400001;2;USA;US;Cambridge;Smithsonian Institution;132
WOS:000458377400001;4;South Korea;KR;Daejon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000458377400001;8;USA;US;Pasadena;California Institute of Technology;154
WOS:000458377400001;8;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000458377400001;9;USA;US;Columbus;Ohio State University;107
WOS:000458377400001;24;Scotland;GB;St Andrews;University of St Andrews;104
WOS:000458377400001;32;England;GB;Keele;Keele University;132
WOS:000458377400001;33;Japan;JP;Nagoya;Nagoya University;116
WOS:000458377400001;34;Japan;JP;Nagoya;Nagoya University;116
WOS:000459239700001;2;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000459239700001;2;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000459239700001;4;South Korea;KR;Daejon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000459239700001;7;USA;US;Columbus;Ohio State University;107
WOS:000459239700001;8;England;GB;Coventry;University of Warwick;144
WOS:000459239700001;11;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000459239700001;13;USA;US;Cambridge;Harvard University;103
WOS:000459239700001;13;USA;US;Cambridge;Smithsonian Institution;132
WOS:000459239700001;17;Japan;JP;Nagoya;Nagoya University;116
WOS:000459239700001;20;Japan;JP;Tokyo;University of Tokyo;142
WOS:000459239700001;22;Japan;JP;Tokyo;University of Tokyo;142
WOS:000459239700001;23;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000459239700001;23;Japan;JP;Mitaka;National Astronomical Observatory of Japan;135
WOS:000459248600001;1;USA;US;Pasadena;California Institute of Technology;154
WOS:000459248600001;2;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000459248600001;2;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000459248600001;5;South Korea;KR;Daejon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000459248600001;6;USA;US;Columbus;Ohio State University;107
WOS:000459248600001;7;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000459248600001;8;USA;US;Pasadena;California Institute of Technology;154
WOS:000459248600001;8;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000459248600001;11;USA;US;Pasadena;California Institute of Technology;154
WOS:000459248600001;11;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000459248600001;12;USA;US;Pasadena;California Institute of Technology;154
WOS:000459248600001;13;USA;US;Cambridge;Harvard University;103
WOS:000459248600001;13;USA;US;Cambridge;Smithsonian Institution;132
WOS:000459248600001;14;Japan;JP;Nagoya;Nagoya University;116
WOS:000459248600001;18;Japan;JP;Asakuchi;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000459248600001;18;Japan;JP;Asakuchi;National Astronomical Observatory of Japan;135
WOS:000459646400006;8;England;GB;Coventry;University of Warwick;144
WOS:000459646400006;11;England;GB;Keele;Keele University;132
WOS:000460100400001;1;South Korea;KR;Daejeon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000460100400008;1;South Korea;KR;Daejon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000460100400008;2;USA;US;Columbus;Ohio State University;107
WOS:000460100400008;3;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000460100400008;5;USA;US;Cambridge;Harvard University;103
WOS:000460100400008;5;USA;US;Cambridge;Smithsonian Institution;132
WOS:000460100400008;8;USA;US;Pasadena;California Institute of Technology;154
WOS:000460139000003;1;USA;US;Columbus;Ohio State University;107
WOS:000460139000003;2;USA;US;Cambridge;Harvard University;103
WOS:000460139000003;2;USA;US;Cambridge;Smithsonian Institution;132
WOS:000461452600001;1;England;GB;Keele;Keele University;132
WOS:000461452600001;4;Switzerland;CH;Sauverny;University of Geneva;100
WOS:000461452600001;5;England;GB;Coventry;University of Warwick;144
WOS:000461452600001;6;England;GB;Coventry;University of Warwick;144
WOS:000461452600001;8;Scotland;GB;St Andrews;University of St Andrews;104
WOS:000461660800003;1;USA;US;Cambridge;Harvard University;103
WOS:000461660800003;1;USA;US;Cambridge;Smithsonian Institution;132
WOS:000461660800003;2;South Korea;KR;Daejeon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000461660800003;3;USA;US;Columbus;Ohio State University;107
WOS:000461660800003;4;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000461660800003;8;USA;US;Pasadena;California Institute of Technology;154
WOS:000461728800001;1;France;FR;Nice;Centre National de la Recherche Scientifique (CNRS);128
WOS:000461728800001;2;France;FR;Paris;Centre National de la Recherche Scientifique (CNRS);128
WOS:000461728800001;4;France;FR;Marseille;Centre National de la Recherche Scientifique (CNRS);128
WOS:000461728800001;7;France;FR;Nice;Centre National de la Recherche Scientifique (CNRS);128
WOS:000461728800001;13;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000461728800001;18;Switzerland;CH;Sauverny;University of Geneva;100
WOS:000461728800001;19;USA;US;Pasadena;California Institute of Technology;154
WOS:000461728800001;19;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000461940200003;9;USA;US;Cambridge;Harvard University;103
WOS:000461940200003;10;USA;US;Cambridge;Harvard University;103
WOS:000461940200003;10;USA;US;Cambridge;Smithsonian Institution;132
WOS:000462281900035;3;England;GB;Keele;Keele University;132
WOS:000462293100055;3;France;FR;Meudon;Centre National de la Recherche Scientifique (CNRS);128
WOS:000462293100055;7;Germany;DE;Gottingen;Max Planck Society;198
WOS:000462293100055;8;England;GB;Keele;Keele University;132
WOS:000462414400095;1;France;FR;Toulouse;Centre National de la Recherche Scientifique (CNRS);128
WOS:000462414400095;5;Scotland;GB;St Andrews;University of St Andrews;104
WOS:000462721500008;3;Japan;JP;Mizusawa;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000462721500008;3;Japan;JP;Mizusawa;National Astronomical Observatory of Japan;135
WOS:000464302700001;1;Switzerland;CH;Sauverny;University of Geneva;100
WOS:000464302700001;4;England;GB;Keele;Keele University;132
WOS:000464302700001;5;Scotland;GB;St Andrews;University of St Andrews;104
WOS:000464302700001;6;England;GB;Coventry;University of Warwick;144
WOS:000464915500001;1;France;FR;Orsay;Centre National de la Recherche Scientifique (CNRS);128
WOS:000464915500001;2;France;FR;Nice;Centre National de la Recherche Scientifique (CNRS);128
WOS:000465016600004;3;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000465016600004;3;Japan;JP;Mitaka;National Astronomical Observatory of Japan;135
WOS:000465016600004;7;Japan;JP;Tokyo;University of Tokyo;142
WOS:000465016600004;8;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000465368300002;4;France;FR;Marseille;Centre National de la Recherche Scientifique (CNRS);128
WOS:000465368300002;6;France;FR;Nice;Centre National de la Recherche Scientifique (CNRS);128
WOS:000465368300002;14;USA;US;Pasadena;California Institute of Technology;154
WOS:000465368300002;14;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000466310500001;8;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000466310500001;22;Japan;JP;Tokyo;University of Tokyo;142
WOS:000466318100001;4;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000466318100001;10;Switzerland;CH;Versoix;University of Geneva;100
WOS:000466318100001;16;USA;US;Cambridge;Harvard University;103
WOS:000466318100001;16;USA;US;Cambridge;Smithsonian Institution;132
WOS:000466318100001;17;England;GB;Coventry;University of Warwick;144
WOS:000466318100001;20;USA;US;Moffett Field;National Aeronautics & Space Administration (NASA);162
WOS:000466318100001;23;USA;US;Pasadena;California Institute of Technology;154
WOS:000466318100001;23;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000466318100001;24;USA;US;Santa Cruz;University of California System;108
WOS:000466318100001;25;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000466318100001;25;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000466786400066;1;USA;US;Columbus;Ohio State University;107
WOS:000466786400066;2;USA;US;Columbus;Ohio State University;107
WOS:000467272900005;4;South Korea;KR;Daejon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000467272900005;5;USA;US;Columbus;Ohio State University;107
WOS:000467272900005;6;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000467272900005;11;France;FR;Paris;Centre National de la Recherche Scientifique (CNRS);128
WOS:000467272900005;14;USA;US;Cambridge;Harvard University;103
WOS:000467272900005;14;USA;US;Cambridge;Smithsonian Institution;132
WOS:000467272900005;15;USA;US;Pasadena;California Institute of Technology;154
WOS:000467272900005;20;Japan;JP;Nagoya;Nagoya University;116
WOS:000467272900005;21;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000467272900005;21;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000467272900005;24;Japan;JP;Asakuchi;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000467272900005;24;Japan;JP;Asakuchi;National Astronomical Observatory of Japan;135
WOS:000467272900005;25;Japan;JP;Tokyo;University of Tokyo;142
WOS:000467272900005;26;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000467272900005;26;Japan;JP;Mitaka;National Astronomical Observatory of Japan;135
WOS:000467272900005;31;England;GB;Coventry;University of Warwick;144
WOS:000467272900005;32;USA;US;Pasadena;California Institute of Technology;154
WOS:000467272900005;32;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000467291600001;4;Scotland;GB;St Andrews;University of St Andrews;104
WOS:000467291600001;6;France;FR;Paris;Centre National de la Recherche Scientifique (CNRS);128
WOS:000467291600001;19;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000467291600001;20;England;GB;Keele;Keele University;132
WOS:000467291600001;21;Japan;JP;Nagoya;Nagoya University;116
WOS:000467291600001;22;Japan;JP;Nagoya;Nagoya University;116
WOS:000467291600001;26;USA;US;Santa Barbara;University of California System;108
WOS:000468500400004;1;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000468500400004;1;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000468500400004;7;USA;US;Cambridge;Harvard University;103
WOS:000468500400004;7;USA;US;Cambridge;Smithsonian Institution;132
WOS:000468500400004;9;South Korea;KR;Daejon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000468500400004;11;USA;US;Columbus;Ohio State University;107
WOS:000468500400004;12;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000468500400004;13;USA;US;Pasadena;California Institute of Technology;154
WOS:000468500400004;17;Japan;JP;Nagoya;Nagoya University;116
WOS:000468500400004;19;Japan;JP;Asakuchi;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000468500400004;19;Japan;JP;Asakuchi;National Astronomical Observatory of Japan;135
WOS:000468500400004;21;Japan;JP;Tokyo;University of Tokyo;142
WOS:000468500400004;22;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000468500400004;22;Japan;JP;Mitaka;National Astronomical Observatory of Japan;135
WOS:000468500400004;27;England;GB;Coventry;University of Warwick;144
WOS:000470204900006;1;USA;US;Cambridge;Smithsonian Institution;132
WOS:000470204900006;3;USA;US;Cambridge;Harvard University;103
WOS:000470741900008;4;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000470741900008;4;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000470741900008;5;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000470741900008;5;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000470741900008;9;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000470741900008;9;Japan;JP;Mitaka;National Astronomical Observatory of Japan;135
WOS:000470741900008;11;Japan;JP;Nagoya;Nagoya University;116
WOS:000470815700002;1;USA;US;Pasadena;California Institute of Technology;154
WOS:000470815700002;4;USA;US;Pasadena;California Institute of Technology;154
WOS:000470815700002;11;USA;US;Santa Barbara;University of California System;108
WOS:000470815700002;12;USA;US;Pasadena;California Institute of Technology;154
WOS:000470815700002;17;USA;US;Pasadena;California Institute of Technology;154
WOS:000470815700002;17;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000472022700001;6;Switzerland;CH;Versoix;University of Geneva;100
WOS:000473255900002;11;Spain;ES;Gergal;Max Planck Society;198
WOS:000473255900002;13;Germany;DE;Gottingen;Max Planck Society;198
WOS:000473255900002;18;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000473255900002;22;Japan;JP;Tokyo;University of Tokyo;142
WOS:000473255900002;34;Japan;JP;Tokyo;University of Tokyo;142
WOS:000473255900002;35;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000473255900002;37;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000473255900002;37;Japan;JP;Mitaka;National Astronomical Observatory of Japan;135
WOS:000473408500001;1;USA;US;Columbus;Ohio State University;107
WOS:000473408500001;3;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000473408500001;3;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000473408500001;4;USA;US;Mountain View;National Aeronautics & Space Administration (NASA);162
WOS:000473408500001;6;South Korea;KR;Daejeon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000473408500001;7;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000474880400063;19;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000474880400063;19;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000474880400063;31;USA;US;Berkeley;University of California System;108
WOS:000474880400063;32;USA;US;Santa Cruz;University of California System;108
WOS:000474880400063;42;England;GB;Coventry;University of Warwick;144
WOS:000474880400072;3;USA;US;Davis;University of California System;108
WOS:000474880400099;1;Switzerland;CH;Sauverny;University of Geneva;100
WOS:000474880400099;2;England;GB;Keele;Keele University;132
WOS:000474880400099;5;England;GB;Coventry;University of Warwick;144
WOS:000474880400099;6;England;GB;Coventry;University of Warwick;144
WOS:000474880400099;7;Scotland;GB;North Haugh;University of St Andrews;104
WOS:000474886200005;4;Germany;DE;Garching;Max Planck Society;198
WOS:000474886200005;7;Germany;DE;Garching;Max Planck Society;198
WOS:000474886200005;16;USA;US;Santa Barbara;University of California System;108
WOS:000474886200005;20;Japan;JP;Kashiwa;University of Tokyo;142
WOS:000474886200005;24;USA;US;Cambridge;Harvard University;103
WOS:000474886200005;24;USA;US;Cambridge;Smithsonian Institution;132
WOS:000474886200005;32;USA;US;Davis;University of California System;108
WOS:000474886200005;33;France;FR;Meudon;Centre National de la Recherche Scientifique (CNRS);128
WOS:000474886200008;1;France;FR;Marseille;Centre National de la Recherche Scientifique (CNRS);128
WOS:000474886200008;3;USA;US;Cambridge;Harvard University;103
WOS:000474886200008;3;USA;US;Cambridge;Smithsonian Institution;132
WOS:000474886200008;4;England;GB;Coventry;University of Warwick;144
WOS:000474886200008;5;England;GB;Coventry;University of Warwick;144
WOS:000474886200008;18;England;GB;Keele;Keele University;132
WOS:000474886200008;28;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000474886200008;33;Scotland;GB;St Andrews;University of St Andrews;104
WOS:000474908200049;1;England;GB;Coventry;University of Warwick;144
WOS:000474908200049;2;England;GB;Coventry;University of Warwick;144
WOS:000474908200049;8;Switzerland;CH;Sauverny;University of Geneva;100
WOS:000474908200088;3;Japan;JP;Kiso;University of Tokyo;142
WOS:000474919700014;4;Japan;JP;Kashiwa;University of Tokyo;142
WOS:000476543500001;9;Switzerland;CH;Versoix;University of Geneva;100
WOS:000478778000037;1;South Korea;KR;Daejeon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000480323000003;5;South Korea;KR;Daejeon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000480328800004;7;France;FR;Paris;Centre National de la Recherche Scientifique (CNRS);128
WOS:000480328800004;13;South Korea;KR;Daejon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000480328800004;15;USA;US;Columbus;Ohio State University;107
WOS:000480328800004;16;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000480328800004;17;USA;US;Pasadena;California Institute of Technology;154
WOS:000480328800004;22;England;GB;Coventry;University of Warwick;144
WOS:000480328800004;23;Japan;JP;Nagoya;Nagoya University;116
WOS:000480328800004;24;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000480328800004;24;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000480328800004;28;Japan;JP;Tokyo;University of Tokyo;142
WOS:000480328800004;29;Japan;JP;Tokyo;University of Tokyo;142
WOS:000480328800004;30;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000480401600007;4;USA;US;Cambridge;Smithsonian Institution;132
WOS:000480401600007;8;USA;US;Moffett Field;National Aeronautics & Space Administration (NASA);162
WOS:000480401600007;14;USA;US;Pasadena;California Institute of Technology;154
WOS:000480401600007;15;USA;US;Riverside;University of California System;108
WOS:000480401600007;21;USA;US;Santa Barbara;University of California System;108
WOS:000480654800001;6;USA;US;Santa Barbara;University of California System;108
WOS:000480654800001;28;Germany;DE;Garching;Max Planck Society;198
WOS:000481995200003;2;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000481995200003;2;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000481995200003;5;South Korea;KR;Daejon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000481995200003;6;USA;US;Columbus;Ohio State University;107
WOS:000481995200003;7;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000481995200003;9;USA;US;Pasadena;California Institute of Technology;154
WOS:000481995200003;13;France;FR;Paris;Centre National de la Recherche Scientifique (CNRS);128
WOS:000481995200003;17;France;FR;Toulouse;Centre National de la Recherche Scientifique (CNRS);128
WOS:000481995200003;20;USA;US;Cambridge;Smithsonian Institution;132
WOS:000481995200003;22;England;GB;Coventry;University of Warwick;144
WOS:000481995200003;23;Japan;JP;Nagoya;Nagoya University;116
WOS:000481995200003;25;Japan;JP;Okayama;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000481995200003;25;Japan;JP;Okayama;National Astronomical Observatory of Japan;135
WOS:000481995200003;26;Japan;JP;Tokyo;University of Tokyo;142
WOS:000481995200003;27;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000481995200003;27;Japan;JP;Mitaka;National Astronomical Observatory of Japan;135
WOS:000481995200003;37;USA;US;Pasadena;California Institute of Technology;154
WOS:000481995200003;37;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000482695900001;6;South Korea;KR;Daejeon;Korea Astronomy & Space Science Institute (KASI);121
